t_epoch,t_rel,total_frames,window,dnd,idle,privacy,emergency,alert_active,primary_proc,secondary_proc,secondary_drop
1776533522.942,336.932,642652,privacy,0,0,1,0,0,0,0,0
1776533523.940,337.932,642704,privacy,0,0,1,0,0,0,0,0
1776533524.933,338.933,642756,privacy,0,0,1,0,0,0,0,0
1776533525.943,339.932,642809,privacy,0,0,1,0,0,0,0,0
1776533526.936,340.932,642861,privacy,0,0,1,0,0,0,0,0
1776533527.935,341.932,642913,privacy,0,0,1,0,0,0,0,0
1776533528.937,342.932,642966,privacy,0,0,1,0,0,0,0,0
1776533529.939,343.932,643018,privacy,0,0,1,0,0,0,0,0
1776533530.935,344.932,643070,privacy,0,0,1,0,0,0,0,0
1776533531.933,345.932,643122,privacy,0,0,1,0,0,0,0,0
1776533532.942,346.932,643175,privacy,0,0,1,0,0,0,0,0
1776533533.938,347.932,643227,privacy,0,0,1,0,0,0,0,0
1776533534.934,348.933,643279,privacy,0,0,1,0,0,0,0,0
1776533535.940,349.940,643332,privacy,0,0,1,0,0,0,0,0
1776533536.932,350.932,643384,privacy,0,0,1,0,0,0,0,0
1776533537.935,351.932,643436,privacy,0,0,1,0,0,0,0,0
1776533538.936,352.932,643489,privacy,0,0,1,0,0,0,0,0
1776533539.933,353.932,643541,privacy,0,0,1,0,0,0,0,0
1776533540.932,354.932,643593,privacy,0,0,1,0,0,0,0,0
1776533541.935,355.932,643645,privacy,0,0,1,0,0,0,0,0
1776533542.952,356.935,643697,privacy,0,0,1,0,0,0,0,0
1776533543.936,357.932,643748,privacy,0,0,1,0,0,0,0,0
1776533544.935,358.932,643795,privacy,0,0,1,0,0,0,0,0
1776533545.935,359.933,643846,privacy,0,0,1,0,0,0,0,0
1776533546.940,360.932,643899,privacy,0,0,1,0,0,0,0,0
1776533547.933,361.932,643950,privacy,0,0,1,0,0,0,0,0
1776533548.944,362.932,644003,privacy,0,0,1,0,0,0,0,0
1776533549.938,363.932,644053,privacy,0,0,1,0,0,0,0,0
1776533550.941,364.934,644106,privacy,0,0,1,0,0,0,0,0
1776533551.935,365.932,644158,privacy,0,0,1,0,0,0,0,0
1776533552.932,366.932,644210,privacy,0,0,1,0,0,0,0,0
1776533553.940,367.933,644262,privacy,0,0,1,0,0,0,0,0
1776533554.939,368.932,644315,privacy,0,0,1,0,0,0,0,0
1776533555.940,369.932,644367,privacy,0,0,1,0,0,0,0,0
1776533556.936,370.932,644419,privacy,0,0,1,0,0,0,0,0
1776533557.935,371.932,644472,privacy,0,0,1,0,0,0,0,0
1776533558.935,372.932,644524,privacy,0,0,1,0,0,0,0,0
1776533559.934,373.932,644576,privacy,0,0,1,0,0,0,0,0
1776533560.936,374.932,644629,privacy,0,0,1,0,0,0,0,0
1776533561.936,375.933,644681,privacy,0,0,1,0,0,0,0,0
1776533562.932,376.932,644733,privacy,0,0,1,0,0,0,0,0
1776533563.934,377.932,644785,privacy,0,0,1,0,0,0,0,0
1776533564.933,378.932,644838,privacy,0,0,1,0,0,0,0,0
1776533565.935,379.932,644890,privacy,0,0,1,0,0,0,0,0
1776533566.933,380.932,644942,privacy,0,0,1,0,0,0,0,0
1776533567.939,381.936,644995,privacy,0,0,1,0,0,0,0,0
1776533568.934,382.932,645047,privacy,0,0,1,0,0,0,0,0
1776533569.937,383.932,645100,privacy,0,0,1,0,0,0,0,0
1776533570.935,384.932,645152,privacy,0,0,1,0,0,0,0,0
1776533571.938,385.932,645204,privacy,0,0,1,0,0,0,0,0
1776533572.934,386.932,645256,privacy,0,0,1,0,0,0,0,0
1776533573.938,387.932,645309,privacy,0,0,1,0,0,0,0,0
1776533574.935,388.932,645361,privacy,0,0,1,0,0,0,0,0
1776533575.934,389.932,645413,privacy,0,0,1,0,0,0,0,0
1776533576.944,390.932,645466,privacy,0,0,1,0,0,0,0,0
1776533577.938,391.935,645518,privacy,0,0,1,0,0,0,0,0
1776533578.932,392.932,645570,privacy,0,0,1,0,0,0,0,0
1776533579.935,393.932,645622,privacy,0,0,1,0,0,0,0,0
1776533580.935,394.932,645675,privacy,0,0,1,0,0,0,0,0
1776533581.935,395.932,645727,privacy,0,0,1,0,0,0,0,0
1776533582.934,396.933,645779,privacy,0,0,1,0,0,0,0,0
1776533583.936,397.932,645832,privacy,0,0,1,0,0,0,0,0
1776533584.934,398.933,645884,privacy,0,0,1,0,0,0,0,0
1776533585.935,399.932,645936,privacy,0,0,1,0,0,0,0,0
1776533586.934,400.932,645989,privacy,0,0,1,0,0,0,0,0
1776533587.933,401.932,646041,privacy,0,0,1,0,0,0,0,0
